track_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Nacimiento,Ana,spotify:track:631FRxwq0ntZ6TFGIWypgb,0.606,0.465,9,-9.038,0,0.0732,0.553,0.107,0.151,0.436,189.613,audio_features,631FRxwq0ntZ6TFGIWypgb,spotify:track:631FRxwq0ntZ6TFGIWypgb,https://api.spotify.com/v1/tracks/631FRxwq0ntZ6TFGIWypgb,https://api.spotify.com/v1/audio-analysis/631FRxwq0ntZ6TFGIWypgb,294682,4
Nacimiento,Kaya Cachimuel de Yarina,spotify:track:631FRxwq0ntZ6TFGIWypgb,0.606,0.465,9,-9.038,0,0.0732,0.553,0.107,0.151,0.436,189.613,audio_features,631FRxwq0ntZ6TFGIWypgb,spotify:track:631FRxwq0ntZ6TFGIWypgb,https://api.spotify.com/v1/tracks/631FRxwq0ntZ6TFGIWypgb,https://api.spotify.com/v1/audio-analysis/631FRxwq0ntZ6TFGIWypgb,294682,4
En busca e' mi tierra,VRuno,spotify:track:1qyUshmAcY0fk9So2LhpOK,0.816,0.312,4,-17.32,0,0.107,0.0456,0.88,0.107,0.18,91.998,audio_features,1qyUshmAcY0fk9So2LhpOK,spotify:track:1qyUshmAcY0fk9So2LhpOK,https://api.spotify.com/v1/tracks/1qyUshmAcY0fk9So2LhpOK,https://api.spotify.com/v1/audio-analysis/1qyUshmAcY0fk9So2LhpOK,459121,4
Hornero,El Búho,spotify:track:5As3veKzjibRsyxGcx3bCF,0.644,0.409,5,-12.953,0,0.0536,0.143,0.76,0.0958,0.269,198.005,audio_features,5As3veKzjibRsyxGcx3bCF,spotify:track:5As3veKzjibRsyxGcx3bCF,https://api.spotify.com/v1/tracks/5As3veKzjibRsyxGcx3bCF,https://api.spotify.com/v1/audio-analysis/5As3veKzjibRsyxGcx3bCF,304132,4
Hornero,Barda,spotify:track:5As3veKzjibRsyxGcx3bCF,0.644,0.409,5,-12.953,0,0.0536,0.143,0.76,0.0958,0.269,198.005,audio_features,5As3veKzjibRsyxGcx3bCF,spotify:track:5As3veKzjibRsyxGcx3bCF,https://api.spotify.com/v1/tracks/5As3veKzjibRsyxGcx3bCF,https://api.spotify.com/v1/audio-analysis/5As3veKzjibRsyxGcx3bCF,304132,4
Colar de Concha,Kurup,spotify:track:6gJODtm6KVL4mEMA3NADLg,0.814,0.555,9,-10.69,1,0.151,0.192,0.0531,0.0842,0.693,160.001,audio_features,6gJODtm6KVL4mEMA3NADLg,spotify:track:6gJODtm6KVL4mEMA3NADLg,https://api.spotify.com/v1/tracks/6gJODtm6KVL4mEMA3NADLg,https://api.spotify.com/v1/audio-analysis/6gJODtm6KVL4mEMA3NADLg,359971,4
Canto a la Paz - Jin Yerei Remix,Pol Nada,spotify:track:3cNhr5kTOecdLTW0Z9ORfD,0.733,0.462,11,-11.304,0,0.0953,0.299,0.601,0.0953,0.278,87.977,audio_features,3cNhr5kTOecdLTW0Z9ORfD,spotify:track:3cNhr5kTOecdLTW0Z9ORfD,https://api.spotify.com/v1/tracks/3cNhr5kTOecdLTW0Z9ORfD,https://api.spotify.com/v1/audio-analysis/3cNhr5kTOecdLTW0Z9ORfD,384223,4
Canto a la Paz - Jin Yerei Remix,Jin Yerei,spotify:track:3cNhr5kTOecdLTW0Z9ORfD,0.733,0.462,11,-11.304,0,0.0953,0.299,0.601,0.0953,0.278,87.977,audio_features,3cNhr5kTOecdLTW0Z9ORfD,spotify:track:3cNhr5kTOecdLTW0Z9ORfD,https://api.spotify.com/v1/tracks/3cNhr5kTOecdLTW0Z9ORfD,https://api.spotify.com/v1/audio-analysis/3cNhr5kTOecdLTW0Z9ORfD,384223,4
Belleza en el Aire (Remix),Barrio Lindo,spotify:track:5Pe9NcKyzwtefBusAGSCoJ,0.762,0.556,7,-11.218,1,0.0719,0.0488,0.848,0.0544,0.356,93.0,audio_features,5Pe9NcKyzwtefBusAGSCoJ,spotify:track:5Pe9NcKyzwtefBusAGSCoJ,https://api.spotify.com/v1/tracks/5Pe9NcKyzwtefBusAGSCoJ,https://api.spotify.com/v1/audio-analysis/5Pe9NcKyzwtefBusAGSCoJ,314854,4
Belleza en el Aire (Remix),Barda,spotify:track:5Pe9NcKyzwtefBusAGSCoJ,0.762,0.556,7,-11.218,1,0.0719,0.0488,0.848,0.0544,0.356,93.0,audio_features,5Pe9NcKyzwtefBusAGSCoJ,spotify:track:5Pe9NcKyzwtefBusAGSCoJ,https://api.spotify.com/v1/tracks/5Pe9NcKyzwtefBusAGSCoJ,https://api.spotify.com/v1/audio-analysis/5Pe9NcKyzwtefBusAGSCoJ,314854,4
Belleza en el Aire (Remix),SidiRum,spotify:track:5Pe9NcKyzwtefBusAGSCoJ,0.762,0.556,7,-11.218,1,0.0719,0.0488,0.848,0.0544,0.356,93.0,audio_features,5Pe9NcKyzwtefBusAGSCoJ,spotify:track:5Pe9NcKyzwtefBusAGSCoJ,https://api.spotify.com/v1/tracks/5Pe9NcKyzwtefBusAGSCoJ,https://api.spotify.com/v1/audio-analysis/5Pe9NcKyzwtefBusAGSCoJ,314854,4
Oruga,Chancha Via Circuito,spotify:track:2lTqOAdDjdBkWGeImjv9UB,0.662,0.611,0,-10.856,0,0.135,0.281,0.854,0.0979,0.54,174.002,audio_features,2lTqOAdDjdBkWGeImjv9UB,spotify:track:2lTqOAdDjdBkWGeImjv9UB,https://api.spotify.com/v1/tracks/2lTqOAdDjdBkWGeImjv9UB,https://api.spotify.com/v1/audio-analysis/2lTqOAdDjdBkWGeImjv9UB,265938,4
Oruga,El Búho,spotify:track:2lTqOAdDjdBkWGeImjv9UB,0.662,0.611,0,-10.856,0,0.135,0.281,0.854,0.0979,0.54,174.002,audio_features,2lTqOAdDjdBkWGeImjv9UB,spotify:track:2lTqOAdDjdBkWGeImjv9UB,https://api.spotify.com/v1/tracks/2lTqOAdDjdBkWGeImjv9UB,https://api.spotify.com/v1/audio-analysis/2lTqOAdDjdBkWGeImjv9UB,265938,4
Drom Tradisie,Nicola Cruz,spotify:track:6L9tKcvLv0B8QlxNIQz9jQ,0.726,0.718,10,-8.519,0,0.047,0.837,0.89,0.257,0.599,112.048,audio_features,6L9tKcvLv0B8QlxNIQz9jQ,spotify:track:6L9tKcvLv0B8QlxNIQz9jQ,https://api.spotify.com/v1/tracks/6L9tKcvLv0B8QlxNIQz9jQ,https://api.spotify.com/v1/audio-analysis/6L9tKcvLv0B8QlxNIQz9jQ,138105,4
El Mago Georges,Chancha Via Circuito,spotify:track:1CJ5JejmIAEtShoxy8DQHU,0.804,0.721,9,-9.555,0,0.0466,0.137,0.881,0.101,0.418,114.972,audio_features,1CJ5JejmIAEtShoxy8DQHU,spotify:track:1CJ5JejmIAEtShoxy8DQHU,https://api.spotify.com/v1/tracks/1CJ5JejmIAEtShoxy8DQHU,https://api.spotify.com/v1/audio-analysis/1CJ5JejmIAEtShoxy8DQHU,235032,4
El Mago Georges,El Búho,spotify:track:1CJ5JejmIAEtShoxy8DQHU,0.804,0.721,9,-9.555,0,0.0466,0.137,0.881,0.101,0.418,114.972,audio_features,1CJ5JejmIAEtShoxy8DQHU,spotify:track:1CJ5JejmIAEtShoxy8DQHU,https://api.spotify.com/v1/tracks/1CJ5JejmIAEtShoxy8DQHU,https://api.spotify.com/v1/audio-analysis/1CJ5JejmIAEtShoxy8DQHU,235032,4
Respira - Rodrigo Gallardo Remix,Santi & Tuğçe,spotify:track:6NfRIGHHndIaA6McjUSV9F,0.808,0.555,4,-9.522,0,0.218,0.0106,0.713,0.0774,0.463,103.005,audio_features,6NfRIGHHndIaA6McjUSV9F,spotify:track:6NfRIGHHndIaA6McjUSV9F,https://api.spotify.com/v1/tracks/6NfRIGHHndIaA6McjUSV9F,https://api.spotify.com/v1/audio-analysis/6NfRIGHHndIaA6McjUSV9F,398540,4
Respira - Rodrigo Gallardo Remix,Tuğçe Kurtiş,spotify:track:6NfRIGHHndIaA6McjUSV9F,0.808,0.555,4,-9.522,0,0.218,0.0106,0.713,0.0774,0.463,103.005,audio_features,6NfRIGHHndIaA6McjUSV9F,spotify:track:6NfRIGHHndIaA6McjUSV9F,https://api.spotify.com/v1/tracks/6NfRIGHHndIaA6McjUSV9F,https://api.spotify.com/v1/audio-analysis/6NfRIGHHndIaA6McjUSV9F,398540,4
Respira - Rodrigo Gallardo Remix,Rodrigo Gallardo,spotify:track:6NfRIGHHndIaA6McjUSV9F,0.808,0.555,4,-9.522,0,0.218,0.0106,0.713,0.0774,0.463,103.005,audio_features,6NfRIGHHndIaA6McjUSV9F,spotify:track:6NfRIGHHndIaA6McjUSV9F,https://api.spotify.com/v1/tracks/6NfRIGHHndIaA6McjUSV9F,https://api.spotify.com/v1/audio-analysis/6NfRIGHHndIaA6McjUSV9F,398540,4
Ouvre la Porte - El Extravagante Remix,El Gato Negro,spotify:track:5JLlEywICQYwTilK8zTLSt,0.831,0.778,7,-6.607,1,0.0535,0.00557,0.287,0.27,0.451,105.006,audio_features,5JLlEywICQYwTilK8zTLSt,spotify:track:5JLlEywICQYwTilK8zTLSt,https://api.spotify.com/v1/tracks/5JLlEywICQYwTilK8zTLSt,https://api.spotify.com/v1/audio-analysis/5JLlEywICQYwTilK8zTLSt,260587,4
Ouvre la Porte - El Extravagante Remix,El Extravagante,spotify:track:5JLlEywICQYwTilK8zTLSt,0.831,0.778,7,-6.607,1,0.0535,0.00557,0.287,0.27,0.451,105.006,audio_features,5JLlEywICQYwTilK8zTLSt,spotify:track:5JLlEywICQYwTilK8zTLSt,https://api.spotify.com/v1/tracks/5JLlEywICQYwTilK8zTLSt,https://api.spotify.com/v1/audio-analysis/5JLlEywICQYwTilK8zTLSt,260587,4
Raíces - Aron Estocolmo Remix,Nau Leone,spotify:track:0cZvpRtQrHzwr8rWYgOnib,0.697,0.753,4,-9.574,0,0.048,0.0231,0.744,0.0533,0.0507,109.996,audio_features,0cZvpRtQrHzwr8rWYgOnib,spotify:track:0cZvpRtQrHzwr8rWYgOnib,https://api.spotify.com/v1/tracks/0cZvpRtQrHzwr8rWYgOnib,https://api.spotify.com/v1/audio-analysis/0cZvpRtQrHzwr8rWYgOnib,395476,4
Raíces - Aron Estocolmo Remix,Aron Estocolmo,spotify:track:0cZvpRtQrHzwr8rWYgOnib,0.697,0.753,4,-9.574,0,0.048,0.0231,0.744,0.0533,0.0507,109.996,audio_features,0cZvpRtQrHzwr8rWYgOnib,spotify:track:0cZvpRtQrHzwr8rWYgOnib,https://api.spotify.com/v1/tracks/0cZvpRtQrHzwr8rWYgOnib,https://api.spotify.com/v1/audio-analysis/0cZvpRtQrHzwr8rWYgOnib,395476,4
Fisterra,Baiuca,spotify:track:5LZOyV8guj7AVfZSvK2PUc,0.742,0.433,0,-12.589,1,0.126,0.00383,0.0514,0.0896,0.565,169.963,audio_features,5LZOyV8guj7AVfZSvK2PUc,spotify:track:5LZOyV8guj7AVfZSvK2PUc,https://api.spotify.com/v1/tracks/5LZOyV8guj7AVfZSvK2PUc,https://api.spotify.com/v1/audio-analysis/5LZOyV8guj7AVfZSvK2PUc,254510,4
Fisterra,CARLANGAS,spotify:track:5LZOyV8guj7AVfZSvK2PUc,0.742,0.433,0,-12.589,1,0.126,0.00383,0.0514,0.0896,0.565,169.963,audio_features,5LZOyV8guj7AVfZSvK2PUc,spotify:track:5LZOyV8guj7AVfZSvK2PUc,https://api.spotify.com/v1/tracks/5LZOyV8guj7AVfZSvK2PUc,https://api.spotify.com/v1/audio-analysis/5LZOyV8guj7AVfZSvK2PUc,254510,4
Alma Mía (Baiuca Remix),LaTorre,spotify:track:7ssA80gGBpzeRdfWKlXXcA,0.749,0.614,7,-9.569,1,0.0648,0.00149,0.484,0.0789,0.453,94.991,audio_features,7ssA80gGBpzeRdfWKlXXcA,spotify:track:7ssA80gGBpzeRdfWKlXXcA,https://api.spotify.com/v1/tracks/7ssA80gGBpzeRdfWKlXXcA,https://api.spotify.com/v1/audio-analysis/7ssA80gGBpzeRdfWKlXXcA,315415,4
Alma Mía (Baiuca Remix),Baiuca,spotify:track:7ssA80gGBpzeRdfWKlXXcA,0.749,0.614,7,-9.569,1,0.0648,0.00149,0.484,0.0789,0.453,94.991,audio_features,7ssA80gGBpzeRdfWKlXXcA,spotify:track:7ssA80gGBpzeRdfWKlXXcA,https://api.spotify.com/v1/tracks/7ssA80gGBpzeRdfWKlXXcA,https://api.spotify.com/v1/audio-analysis/7ssA80gGBpzeRdfWKlXXcA,315415,4
Chevreuil Blanc,El Extravagante,spotify:track:4v3rTwFENIcK5Gwu1YNYNS,0.758,0.678,5,-5.658,1,0.0514,0.139,0.0103,0.126,0.446,100.008,audio_features,4v3rTwFENIcK5Gwu1YNYNS,spotify:track:4v3rTwFENIcK5Gwu1YNYNS,https://api.spotify.com/v1/tracks/4v3rTwFENIcK5Gwu1YNYNS,https://api.spotify.com/v1/audio-analysis/4v3rTwFENIcK5Gwu1YNYNS,204015,4
Chevreuil Blanc,Nectar de Estrellas,spotify:track:4v3rTwFENIcK5Gwu1YNYNS,0.758,0.678,5,-5.658,1,0.0514,0.139,0.0103,0.126,0.446,100.008,audio_features,4v3rTwFENIcK5Gwu1YNYNS,spotify:track:4v3rTwFENIcK5Gwu1YNYNS,https://api.spotify.com/v1/tracks/4v3rTwFENIcK5Gwu1YNYNS,https://api.spotify.com/v1/audio-analysis/4v3rTwFENIcK5Gwu1YNYNS,204015,4
Pueblos,Migra,spotify:track:4a8rEXPtr3ojwfDbvRsVPl,0.658,0.765,9,-6.803,0,0.041,0.568,0.504,0.0785,0.252,95.004,audio_features,4a8rEXPtr3ojwfDbvRsVPl,spotify:track:4a8rEXPtr3ojwfDbvRsVPl,https://api.spotify.com/v1/tracks/4a8rEXPtr3ojwfDbvRsVPl,https://api.spotify.com/v1/audio-analysis/4a8rEXPtr3ojwfDbvRsVPl,260211,4
Planta Maestra,Sonikgroove,spotify:track:6OgLRGywjfRQkE10HMbpoD,0.692,0.478,3,-10.249,0,0.188,0.0997,0.793,0.0868,0.784,179.995,audio_features,6OgLRGywjfRQkE10HMbpoD,spotify:track:6OgLRGywjfRQkE10HMbpoD,https://api.spotify.com/v1/tracks/6OgLRGywjfRQkE10HMbpoD,https://api.spotify.com/v1/audio-analysis/6OgLRGywjfRQkE10HMbpoD,325866,4
Quedate Luna,Devendra Banhart,spotify:track:0AFBTfI6zDUBLy0oi1pqZg,0.564,0.254,4,-16.248,0,0.0872,0.903,0.00227,0.0941,0.249,88.2,audio_features,0AFBTfI6zDUBLy0oi1pqZg,spotify:track:0AFBTfI6zDUBLy0oi1pqZg,https://api.spotify.com/v1/tracks/0AFBTfI6zDUBLy0oi1pqZg,https://api.spotify.com/v1/audio-analysis/0AFBTfI6zDUBLy0oi1pqZg,187467,4
Harmonizing,Lobo Lawen,spotify:track:1jjSzecJnwGIVACXbMjAg0,0.748,0.577,7,-12.279,0,0.0562,0.208,0.85,0.0981,0.698,100.002,audio_features,1jjSzecJnwGIVACXbMjAg0,spotify:track:1jjSzecJnwGIVACXbMjAg0,https://api.spotify.com/v1/tracks/1jjSzecJnwGIVACXbMjAg0,https://api.spotify.com/v1/audio-analysis/1jjSzecJnwGIVACXbMjAg0,240000,4
Humano (El Búho Remix),Lido Pimienta,spotify:track:44F8c2lMrL5rSDCvhR1UJb,0.498,0.402,8,-9.359,1,0.045,0.799,0.491,0.0854,0.311,112.467,audio_features,44F8c2lMrL5rSDCvhR1UJb,spotify:track:44F8c2lMrL5rSDCvhR1UJb,https://api.spotify.com/v1/tracks/44F8c2lMrL5rSDCvhR1UJb,https://api.spotify.com/v1/audio-analysis/44F8c2lMrL5rSDCvhR1UJb,275593,3
Humano (El Búho Remix),El Búho,spotify:track:44F8c2lMrL5rSDCvhR1UJb,0.498,0.402,8,-9.359,1,0.045,0.799,0.491,0.0854,0.311,112.467,audio_features,44F8c2lMrL5rSDCvhR1UJb,spotify:track:44F8c2lMrL5rSDCvhR1UJb,https://api.spotify.com/v1/tracks/44F8c2lMrL5rSDCvhR1UJb,https://api.spotify.com/v1/audio-analysis/44F8c2lMrL5rSDCvhR1UJb,275593,3
El Cóndor Pasa,Desierto y Agua,spotify:track:3SZVevGYMrnPJwRo85GApI,0.787,0.563,7,-8.779,1,0.0453,0.025,0.854,0.0706,0.37,100.008,audio_features,3SZVevGYMrnPJwRo85GApI,spotify:track:3SZVevGYMrnPJwRo85GApI,https://api.spotify.com/v1/tracks/3SZVevGYMrnPJwRo85GApI,https://api.spotify.com/v1/audio-analysis/3SZVevGYMrnPJwRo85GApI,275574,4
Sueño Contigo,Yeahman,spotify:track:1QkDW50jqNtCFSo5zLcpPS,0.773,0.655,10,-9.337,0,0.0631,0.476,0.00912,0.174,0.273,93.018,audio_features,1QkDW50jqNtCFSo5zLcpPS,spotify:track:1QkDW50jqNtCFSo5zLcpPS,https://api.spotify.com/v1/tracks/1QkDW50jqNtCFSo5zLcpPS,https://api.spotify.com/v1/audio-analysis/1QkDW50jqNtCFSo5zLcpPS,271029,4
Sueño Contigo,Aluminé Guerrero,spotify:track:1QkDW50jqNtCFSo5zLcpPS,0.773,0.655,10,-9.337,0,0.0631,0.476,0.00912,0.174,0.273,93.018,audio_features,1QkDW50jqNtCFSo5zLcpPS,spotify:track:1QkDW50jqNtCFSo5zLcpPS,https://api.spotify.com/v1/tracks/1QkDW50jqNtCFSo5zLcpPS,https://api.spotify.com/v1/audio-analysis/1QkDW50jqNtCFSo5zLcpPS,271029,4
Forgive the Moth,Gavinco,spotify:track:04OSGiFif8Nx3uBUflg0yA,0.61,0.188,11,-10.336,1,0.0369,0.905,0.101,0.347,0.184,62.411,audio_features,04OSGiFif8Nx3uBUflg0yA,spotify:track:04OSGiFif8Nx3uBUflg0yA,https://api.spotify.com/v1/tracks/04OSGiFif8Nx3uBUflg0yA,https://api.spotify.com/v1/audio-analysis/04OSGiFif8Nx3uBUflg0yA,258125,4
La Luna Llena (feat. Mercedes Sosa),Gianni Romano,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,0.781,0.707,4,-9.196,0,0.0403,0.0204,0.00965,0.335,0.402,112.049,audio_features,0Jk07UgVM6CRdHpIeUeiEX,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/tracks/0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/audio-analysis/0Jk07UgVM6CRdHpIeUeiEX,244821,4
La Luna Llena (feat. Mercedes Sosa),Aüra,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,0.781,0.707,4,-9.196,0,0.0403,0.0204,0.00965,0.335,0.402,112.049,audio_features,0Jk07UgVM6CRdHpIeUeiEX,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/tracks/0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/audio-analysis/0Jk07UgVM6CRdHpIeUeiEX,244821,4
La Luna Llena (feat. Mercedes Sosa),Mercedes Sosa,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,0.781,0.707,4,-9.196,0,0.0403,0.0204,0.00965,0.335,0.402,112.049,audio_features,0Jk07UgVM6CRdHpIeUeiEX,spotify:track:0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/tracks/0Jk07UgVM6CRdHpIeUeiEX,https://api.spotify.com/v1/audio-analysis/0Jk07UgVM6CRdHpIeUeiEX,244821,4
Darte de Mí,Sandra Bernardo,spotify:track:2zlJxIp4qlsCsjUatScArP,0.616,0.737,4,-6.64,0,0.0366,0.481,6.74e-06,0.118,0.758,79.985,audio_features,2zlJxIp4qlsCsjUatScArP,spotify:track:2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/tracks/2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/audio-analysis/2zlJxIp4qlsCsjUatScArP,211743,4
Darte de Mí,El Búho,spotify:track:2zlJxIp4qlsCsjUatScArP,0.616,0.737,4,-6.64,0,0.0366,0.481,6.74e-06,0.118,0.758,79.985,audio_features,2zlJxIp4qlsCsjUatScArP,spotify:track:2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/tracks/2zlJxIp4qlsCsjUatScArP,https://api.spotify.com/v1/audio-analysis/2zlJxIp4qlsCsjUatScArP,211743,4
Quién Me Escucha,Sandra Bernardo,spotify:track:19e0zVRwZdpid0bGdYXxGi,0.746,0.53,11,-10.645,0,0.272,0.249,0.213,0.0773,0.574,182.02,audio_features,19e0zVRwZdpid0bGdYXxGi,spotify:track:19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/tracks/19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/audio-analysis/19e0zVRwZdpid0bGdYXxGi,198150,4
Quién Me Escucha,Eva de Marce,spotify:track:19e0zVRwZdpid0bGdYXxGi,0.746,0.53,11,-10.645,0,0.272,0.249,0.213,0.0773,0.574,182.02,audio_features,19e0zVRwZdpid0bGdYXxGi,spotify:track:19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/tracks/19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/audio-analysis/19e0zVRwZdpid0bGdYXxGi,198150,4
Quién Me Escucha,Lagartijeando,spotify:track:19e0zVRwZdpid0bGdYXxGi,0.746,0.53,11,-10.645,0,0.272,0.249,0.213,0.0773,0.574,182.02,audio_features,19e0zVRwZdpid0bGdYXxGi,spotify:track:19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/tracks/19e0zVRwZdpid0bGdYXxGi,https://api.spotify.com/v1/audio-analysis/19e0zVRwZdpid0bGdYXxGi,198150,4
It's a Joke,YoSoyMatt,spotify:track:20nb4i2WWyPDXhiQTZqlrV,0.755,0.698,5,-6.541,0,0.0444,0.129,0.218,0.0948,0.276,101.996,audio_features,20nb4i2WWyPDXhiQTZqlrV,spotify:track:20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/tracks/20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/audio-analysis/20nb4i2WWyPDXhiQTZqlrV,256471,4
It's a Joke,Altriparty,spotify:track:20nb4i2WWyPDXhiQTZqlrV,0.755,0.698,5,-6.541,0,0.0444,0.129,0.218,0.0948,0.276,101.996,audio_features,20nb4i2WWyPDXhiQTZqlrV,spotify:track:20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/tracks/20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/audio-analysis/20nb4i2WWyPDXhiQTZqlrV,256471,4
It's a Joke,Hypsidia,spotify:track:20nb4i2WWyPDXhiQTZqlrV,0.755,0.698,5,-6.541,0,0.0444,0.129,0.218,0.0948,0.276,101.996,audio_features,20nb4i2WWyPDXhiQTZqlrV,spotify:track:20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/tracks/20nb4i2WWyPDXhiQTZqlrV,https://api.spotify.com/v1/audio-analysis/20nb4i2WWyPDXhiQTZqlrV,256471,4
Mi Poni,Captain Planet,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,0.953,0.597,1,-6.302,1,0.158,0.137,0.0282,0.103,0.843,128.016,audio_features,2mkaIpJfNqzFzVUVQ0tSMc,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/tracks/2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/audio-analysis/2mkaIpJfNqzFzVUVQ0tSMc,195469,4
Mi Poni,Zuzuka Poderosa,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,0.953,0.597,1,-6.302,1,0.158,0.137,0.0282,0.103,0.843,128.016,audio_features,2mkaIpJfNqzFzVUVQ0tSMc,spotify:track:2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/tracks/2mkaIpJfNqzFzVUVQ0tSMc,https://api.spotify.com/v1/audio-analysis/2mkaIpJfNqzFzVUVQ0tSMc,195469,4
